Site_ID,site,Cell_Name,ci,band
PSP598,PSP598MM2-PIR-TRANS-3-SOSA,PSP598ME1_PIRTRANS3SOSAME03,34,38750
PSP598,PSP598MM2-PIR-TRANS-3-SOSA,PSP598MF1_PIRTRANS3SOSAMF01,15,38948
PSP598,PSP598MM2-PIR-TRANS-3-SOSA,PSP598MF1_PIRTRANS3SOSAMF03,35,38948
PSP663,E_PSP663MM2_SIDEMPUANKOTA2,PSP663ME1_SIDEMPUANKOTA2ME01,14,38750
PSP663,E_PSP663MM2_SIDEMPUANKOTA2,PSP663ME1_SIDEMPUANKOTA2ME02,24,38750
PSP663,E_PSP663MM2_SIDEMPUANKOTA2,PSP663MF1_SIDEMPUANKOTA2MF01,15,38948
PSP663,E_PSP663MM2_SIDEMPUANKOTA2,PSP663MF1_SIDEMPUANKOTA2MF02,25,38948
PSP726,PSP726MM1-SIMANOSOR-TAPUS,PSP726ML1_SIMANOSORTAPUSML04,41,1850
PSP726,PSP726MM1-SIMANOSOR-TAPUS,PSP726ML1_SIMANOSORTAPUSML05,51,1850
PYB637,PYB637MM2-MALINTANG-JAHE-2,PYB637ME1_MALINTANGJAHE2ME02,24,38750
PYB637,PYB637MM2-MALINTANG-JAHE-2,PYB637MF1_MALINTANGJAHE2MF02,25,38948
RAP070,RAP070MM1-NA-IX-X_HUB,RAP070ML1_NAIXXML04,41,1850
RAP090,RAP090MM2-SEI-DAUN,RAP090ME1_SEIDAUNME01,14,38750
RAP090,RAP090MM2-SEI-DAUN,RAP090ME1_SEIDAUNME02,24,38750
RAP090,RAP090MM2-SEI-DAUN,RAP090ME1_SEIDAUNME03,34,38750
RAP090,RAP090MM2-SEI-DAUN,RAP090MF1_SEIDAUNMF01,15,38948
RAP090,RAP090MM2-SEI-DAUN,RAP090MF1_SEIDAUNMF02,25,38948
RAP090,RAP090MM2-SEI-DAUN,RAP090MF1_SEIDAUNMF03,35,38948
RAP153,RAP153MM2-AIR-HITAM,RAP153MR1_AIRHITAMMR06,63,500
RAP303,E-RAP303MM1-BUNUT,RAP303ML1_BUNUTML04,41,1850
RAP425,RAP425MM1-PT-SRL-TORGAMBA,RAP425ML1_PTSRLTORGAMBAML01,11,1850
RAP425,RAP425MM1-PT-SRL-TORGAMBA,RAP425ML1_PTSRLTORGAMBAML02,21,1850
RAP425,RAP425MM1-PT-SRL-TORGAMBA,RAP425ML1_PTSRLTORGAMBAML03,31,1850
RAP481,RAP481MM1-PERLAYUAN,RAP481ML1_PERLAYUANML04,41,1850
RAP652,RAP652MM1-SIMPANG-AEK-MILAS,RAP652MT1_SIMPANGAEKMILASMT01,12,3500
RAP652,RAP652MM1-SIMPANG-AEK-MILAS,RAP652MT1_SIMPANGAEKMILASMT02,22,3500
RAP652,RAP652MM1-SIMPANG-AEK-MILAS,RAP652MT1_SIMPANGAEKMILASMT03,32,3500
RAP726,RAP726MM2-AEK-KANOPAN-2,RAP726ME1_AEKKANOPAN2ME02,24,38750
RAP726,RAP726MM2-AEK-KANOPAN-2,RAP726MF1_AEKKANOPAN2MF02,25,38948
RAP870,RAP870MM1-AEK-PAHING,RAP870ML1_AEKPAHINGML01,11,1850
RAP961,RAP961MM2-KAMPUNG-PANDAN,RAP961ML1_KAMPUNGPANDANML04,41,1850
RAP961,RAP961MM2-KAMPUNG-PANDAN,RAP961ML1_KAMPUNGPANDANML06,61,1850
RAP996,RAP996MM1-DANAU-BALAI,RAP996MT1_DANAUBALAIMT01,12,3500
RAP996,RAP996MM1-DANAU-BALAI,RAP996MT1_DANAUBALAIMT02,22,3500
RAP996,RAP996MM1-DANAU-BALAI,RAP996MT1_DANAUBALAIMT03,32,3500
SDK027,SDK027MM2-BATANG-BERUH-2,SDK027MR1_BATANGBERUH2MR05,53,500
SDK059,SDK059MM2-PARSAORAN,SDK059ML1_PARSAORANML05,51,1850
SDK095,E_SDK095MM1_SARINTONU2,SDK095RL1_SARINTONU2RL22,51,1850
SDK139,SDK139MM1-PARBULUAN,SDK139ML1_PARBULUANML04,41,1850
SDK139,SDK139MM1-PARBULUAN,SDK139ML1_PARBULUANML06,61,1850
SDK141,E_SDK141MM2_NEWPEKANTERMINAL,SDK141MR1_NEWPEKANTERMINALMR01,13,500
SDK141,E_SDK141MM2_NEWPEKANTERMINAL,SDK141MR1_NEWPEKANTERMINALMR02,23,500
SDK141,E_SDK141MM2_NEWPEKANTERMINAL,SDK141RR1_NEWPEKANTERMINALRR31,33,500
SDK369,SDK369MM1-SUMBUL-KARO,SDK369ML1_SUMBULKAROML04,41,1850
SDK989,SDK989MM1-PARBULUAN-IV,SDK989ML1_PARBULUANIVML04,41,1850
SDK989,SDK989MM1-PARBULUAN-IV,SDK989ML1_PARBULUANIVML06,61,1850
SGI603,SGI603MM2-LINGONG-SAGOE,SGI603ME1_LINGONGSAGOEME01,14,38750
SGI603,SGI603MM2-LINGONG-SAGOE,SGI603MF1_LINGONGSAGOEMF01,15,38948
SGI610,E_SGI610MM1_PADANGTIJI3,SGI610MT1_PADANGTIJI3MT01,12,3500
SGI610,E_SGI610MM1_PADANGTIJI3,SGI610MT1_PADANGTIJI3MT02,22,3500
SGI610,E_SGI610MM1_PADANGTIJI3,SGI610MT1_PADANGTIJI3MT03,32,3500
SKL083,SKL083MM1-TULAAN-2,SKL083ML1_TULAAN2ML04,41,1850
SKL083,SKL083MM1-TULAAN-2,SKL083ML1_TULAAN2ML05,51,1850
SKL544,SKL544MM1-SINGKIL-2,SKL544ML1_SINGKIL2ML04,41,1850
SKL798,E_SKL798MM2_SUMBERMUKTI,SKL798MR1_SUMBERMUKTIMR01,13,500
SKL798,E_SKL798MM2_SUMBERMUKTI,SKL798MR1_SUMBERMUKTIMR02,23,500
SKL798,E_SKL798MM2_SUMBERMUKTI,SKL798MR1_SUMBERMUKTIMR03,33,500
TKN001,TKN001MM2-BSC-TAKENGON-HUB_TEL,TKN001RR1_BSCTAKENGONRR22,53,500
TKN079,E_TKN079MM1_TAKENGON-KOTA-HUB_TEL,TKN079ML1_TAKENGONKOTAML05,51,1850
TKN128,TKN128MM2-UNENG,TKN128ME1_UNENGME01,14,38750
TKN128,TKN128MM2-UNENG,TKN128MF1_UNENGMF01,15,38948
TKN463,E_TKN463MM2_BUKITMULIE,TKN463ME1_BUKITMULIEME01,14,38750
TKN463,E_TKN463MM2_BUKITMULIE,TKN463ME1_BUKITMULIEME03,34,38750
TKN463,E_TKN463MM2_BUKITMULIE,TKN463MF1_BUKITMULIEMF01,15,38948
TKN463,E_TKN463MM2_BUKITMULIE,TKN463MF1_BUKITMULIEMF03,35,38948
TKN703,TKN703MM2-ISAQ,TKN703ME1_ISAQME02,24,38750
TKN703,TKN703MM2-ISAQ,TKN703MF1_ISAQMF02,25,38948
TKN758,E_TKN758MM1_REJEWALI,TKN758MT1_REJEWALIMT01,12,3500
TKN758,E_TKN758MM1_REJEWALI,TKN758MT1_REJEWALIMT02,22,3500
TKN758,E_TKN758MM1_REJEWALI,TKN758MT1_REJEWALIMT03,32,3500
TRT105,E_TRT105MM2_AEKTANGGA,TRT105MR1_AEKTANGGAMR01,13,500
TRT105,E_TRT105MM2_AEKTANGGA,TRT105MR1_AEKTANGGAMR02,23,500
TRT105,E_TRT105MM2_AEKTANGGA,TRT105MR1_AEKTANGGAMR03,33,500
TRT468,E_TRT468MM2_ONANRUNGGUI,TRT468MR1_ONANRUNGGUIMR01,13,500
TRT468,E_TRT468MM2_ONANRUNGGUI,TRT468MR1_ONANRUNGGUIMR02,23,500
TRT468,E_TRT468MM2_ONANRUNGGUI,TRT468MR1_ONANRUNGGUIMR03,33,500
TRT556,TRT556MM2-SILANGIT,TRT556ME1_SILANGITME03,34,38750
TRT556,TRT556MM2-SILANGIT,TRT556MF1_SILANGITMF03,35,38948
TRT670,TRT670MM1-SIMANAMPANG-2,TRT670ML1_SIMANAMPANG2ML05,51,1850
TRT670,TRT670MM1-SIMANAMPANG-2,TRT670ML1_SIMANAMPANG2ML06,61,1850
TRT879,TRT879MM2-TARUTUNG-2-HUB-TEL,TRT879ME1_TARUTUNG2ME01,14,38750
TRT879,TRT879MM2-TARUTUNG-2-HUB-TEL,TRT879ME1_TARUTUNG2ME02,24,38750
TRT879,TRT879MM2-TARUTUNG-2-HUB-TEL,TRT879ME1_TARUTUNG2ME03,34,38750
TRT879,TRT879MM2-TARUTUNG-2-HUB-TEL,TRT879MF1_TARUTUNG2MF01,15,38948
TRT879,TRT879MM2-TARUTUNG-2-HUB-TEL,TRT879MF1_TARUTUNG2MF02,25,38948
TRT879,TRT879MM2-TARUTUNG-2-HUB-TEL,TRT879MF1_TARUTUNG2MF03,35,38948
TUK905,TUK905MM2-AMANDRAYA-HUB-HUB_TEL,TUK905ME1_AMANDRAYAME01,14,38750
TUK905,TUK905MM2-AMANDRAYA-HUB-HUB_TEL,TUK905ME1_AMANDRAYAME02,24,38750
TUK905,TUK905MM2-AMANDRAYA-HUB-HUB_TEL,TUK905ME1_AMANDRAYAME03,34,38750
TUK905,TUK905MM2-AMANDRAYA-HUB-HUB_TEL,TUK905MF1_AMANDRAYAMF01,15,38948
TUK905,TUK905MM2-AMANDRAYA-HUB-HUB_TEL,TUK905MF1_AMANDRAYAMF02,25,38948
TUK905,TUK905MM2-AMANDRAYA-HUB-HUB_TEL,TUK905MF1_AMANDRAYAMF03,35,38948
BGE422,E_BGE422MR1_HUTANAMORA,BGE422RR1_HUTANAMORARR11,13,500
BGE422,E_BGE422MR1_HUTANAMORA,BGE422MR1_HUTANAMORAMR02,23,500
BGE422,E_BGE422MR1_HUTANAMORA,BGE422MR1_HUTANAMORAMR03,33,500
BGE437,E_BGE437MM1_PINTUBATU,BGE437ML1_PINTUBATUML04,41,1850
BGE437,E_BGE437MM1_PINTUBATU,BGE437ML1_PINTUBATUML05,51,1850
BGE472,BGE472MM1-PORSEA-2,BGE472ML1_PORSEA2ML05,51,1850
BIR089,BIR089MM1-KUBU-MATANG,BIR089MR1_KUBUMATANGMR01,13,500
BIR089,BIR089MM1-KUBU-MATANG,BIR089MR1_KUBUMATANGMR02,23,500
BIR089,BIR089MM1-KUBU-MATANG,BIR089MR1_KUBUMATANGMR03,33,500
BIR090,E_BIR090MR1_PAYABEUNYOT,BIR090MR1_PAYABEUNYOTMR01,13,500
BIR090,E_BIR090MR1_PAYABEUNYOT,BIR090MR1_PAYABEUNYOTMR02,23,500
BIR090,E_BIR090MR1_PAYABEUNYOT,BIR090MR1_PAYABEUNYOTMR03,33,500
BIR279,E_BIR279MR1_PANTEGURAH,BIR279MR1_PANTEGURAHMR02,23,500
BIR279,E_BIR279MR1_PANTEGURAH,BIR279MR1_PANTEGURAHMR03,33,500
BIR281,BIR281MM2-DAYAH-MATANG,BIR281ME1_DAYAHMATANGME01,14,38750
BIR281,BIR281MM2-DAYAH-MATANG,BIR281ME1_DAYAHMATANGME03,34,38750
BIR281,BIR281MM2-DAYAH-MATANG,BIR281MF1_DAYAHMATANGMF01,15,38948
BIR281,BIR281MM2-DAYAH-MATANG,BIR281MF1_DAYAHMATANGMF03,35,38948
BKJ236,BKJ236MM2-KP-JAWA,BKJ236ME1_KPJAWAME01,14,38750
BKJ236,BKJ236MM2-KP-JAWA,BKJ236MF1_KPJAWAMF01,15,38948
BKJ366,BKJ366MM2-PENAMPAAN-UKEN,BKJ366ME1_PENAMPAANUKENME03,34,38750
BKJ366,BKJ366MM2-PENAMPAAN-UKEN,BKJ366MF1_PENAMPAANUKENMF03,35,38948
BPD007,BPD007MM1-UJUNG-TANAH,BPD007MT1_TPIUJUNGTANAHMT01,12,3500
BPD007,BPD007MM1-UJUNG-TANAH,BPD007MT1_TPIUJUNGTANAHMT02,22,3500
BPD007,BPD007MM1-UJUNG-TANAH,BPD007MT1_TPIUJUNGTANAHMT03,32,3500
BPD013,N_BPD013MM2_BINEHKRUENG,BPD013MR1_BINEHKRUENGMR01,13,500
BPD013,N_BPD013MM2_BINEHKRUENG,BPD013MR1_BINEHKRUENGMR02,23,500
BPD013,N_BPD013MM2_BINEHKRUENG,BPD013MR1_BINEHKRUENGMR03,33,500
BPD903,E_BPD903MM1_LHUNGGEULUMPANG,BPD903MT1_LHUNGGEULUMPANGMT01,12,3500
BPD903,E_BPD903MM1_LHUNGGEULUMPANG,BPD903MT1_LHUNGGEULUMPANGMT02,22,3500
BPD903,E_BPD903MM1_LHUNGGEULUMPANG,BPD903MT1_LHUNGGEULUMPANGMT03,32,3500
CAG116,CAG116MM1-TEUNOM2,CAG116ML1_TEUNOM2ML04,41,1850
CAG578,E_CAG578MM1_BABAHCEUPAN,CAG578MT1_BABAHCEUPANMT01,12,3500
CAG578,E_CAG578MM1_BABAHCEUPAN,CAG578MT1_BABAHCEUPANMT02,22,3500
CAG578,E_CAG578MM1_BABAHCEUPAN,CAG578MT1_BABAHCEUPANMT03,32,3500
DLS038,DLS038MM1-PURBA-MANALU,DLS038ML1_PURBAMANALUML04,41,1850
DLS038,DLS038MM1-PURBA-MANALU,DLS038ML1_PURBAMANALUML05,51,1850
DLS038,DLS038MM2-PURBA-MANALU,DLS038RR1_PURBAMANALURR32,63,500
DLS106,DLS106MM1-BONDAR-SIHUDON,DLS106MT1_BONDARSIHUDONMT05,52,3500
DLS146,DLS146MM1-SIBORBORON,DLS146ML1_SIBORBORONML04,41,1850
DLS275,DLS275MM1-SIRANDORUNG-3,DLS275MT1_SIRANDORUNG3MT06,62,3500
DLS704,DLS704MM2-BAKTI-RAJA,DLS704RR1_BAKTIRAJARR22,53,500
DLS705,E-DLS705MM1-BAKTIRAJA2,DLS705ML1_BAKTIRAJA2ML04,41,1850
DLS705,E-DLS705MM1-BAKTIRAJA2,DLS705ML1_BAKTIRAJA2ML05,51,1850
DLS708,DLS708MM1-SIJAMA-POLANG,DLS708MT1_SIJAMAPOLANGMT04,42,3500
DLS982,E_DLS982MM2_PARBOTIHAN,DLS982MR1_PARBOTIHANMR01,13,500
DLS982,E_DLS982MM2_PARBOTIHAN,DLS982MR1_PARBOTIHANMR02,23,500
DLS982,E_DLS982MM2_PARBOTIHAN,DLS982MR1_PARBOTIHANMR03,33,500
GST297,E_GST297MM2_SISOBAHILIITANOSEO,GST297MR1_SISOBAHILIITANOSEOMR01,13,500
GST297,E_GST297MM2_SISOBAHILIITANOSEO,GST297MR1_SISOBAHILIITANOSEOMR02,23,500
GST297,E_GST297MM2_SISOBAHILIITANOSEO,GST297MR1_SISOBAHILIITANOSEOMR03,33,500
GST320,GST320MM1-SISOBANDRAO,GST320ML1_SISOBANDRAOML06,61,1850
GST347,E_GST347MM1_TULUMBAHO,GST347ML1_TULUMBAHOML01,11,1850
GST347,E_GST347MM1_TULUMBAHO,GST347ML1_TULUMBAHOML02,21,1850
GST347,E_GST347MM1_TULUMBAHO,GST347ML1_TULUMBAHOML03,31,1850
GST821,GST821MM1-REP-SIILIMAEWALI,GST821ML1_REPSIILIMAEWALIML05,51,1850
GST821,GST821MM1-REP-SIILIMAEWALI,GST821ML1_REPSIILIMAEWALIML06,61,1850
GST839,GST839MM1-NAZOLOU-LOLOWUA,GST839ML1_NAZOLOULOLOWUAML04,41,1850
GST839,GST839MM1-NAZOLOU-LOLOWUA,GST839ML1_NAZOLOULOLOWUAML06,61,1850
GST843,GST843MM1-HILINA,GST843ML1_HILINAAML05,51,1850
GST843,GST843MM1-HILINA,GST843ML1_HILINAAML06,61,1850
IRY003,IRY003MM1-LHOK-SEUNTANG,IRY003ML1_LHOKSEUNTANGML05,51,1850
IRY003,IRY003MM1-LHOK-SEUNTANG,IRY003ML1_LHOKSEUNTANGML06,61,1850
IRY007,E_IRY007MM1_MEUNASAHKEUTAPANG,IRY007MT1_MEUNASAHKEUTAPANGMT01,12,3500
IRY007,E_IRY007MM1_MEUNASAHKEUTAPANG,IRY007MT1_MEUNASAHKEUTAPANGMT02,22,3500
IRY007,E_IRY007MM1_MEUNASAHKEUTAPANG,IRY007MT1_MEUNASAHKEUTAPANGMT03,32,3500
IRY020,E_IRY020MR1_BUKITPALA,IRY020MR1_BUKITPALAMR01,13,500
IRY020,E_IRY020MR1_BUKITPALA,IRY020MR1_BUKITPALAMR02,23,500
IRY020,E_IRY020MR1_BUKITPALA,IRY020MR1_BUKITPALAMR03,33,500
JHO007,JHO007MM1-LUTHU-DAYAH-KRUENG,JHO007ML1_LUTHUDAYAHKRUENGML05,51,1850
JHO007,JHO007MM1-LUTHU-DAYAH-KRUENG,JHO007ML1_LUTHUDAYAHKRUENGML06,61,1850
JHO011,JHO011MM1-TANOH-ABEE,JHO011ME1_TANOHABEEME01,14,38750
JHO011,JHO011MM1-TANOH-ABEE,JHO011ME1_TANOHABEEME03,34,38750
JHO011,JHO011MM1-TANOH-ABEE,JHO011MF1_TANOHABEEMF01,15,38948
JHO011,JHO011MM1-TANOH-ABEE,JHO011MF1_TANOHABEEMF03,35,38948
JHO304,JHO304MM1-LHONG2,JHO304ML1_LHONG2ML06,61,1850
KBJ008,KBJ008MM1-LOUSOLU,KBJ008ML1_LOUSOLUML06,61,1850
KBJ018,KBJ018MM2-TIGA-JUMPA,KBJ018MR1_TIGAJUMPAMR06,63,500
KBJ021,KBJ021MM2-PERBULAN,KBJ021ME1_PERBULANME01,14,38750
KBJ021,KBJ021MM2-PERBULAN,KBJ021ME1_PERBULANME03,34,38750
KBJ021,KBJ021MM2-PERBULAN,KBJ021MF1_PERBULANMF01,15,38948
KBJ021,KBJ021MM2-PERBULAN,KBJ021MF1_PERBULANMF03,35,38948
KBJ081,E_KBJ081MM2_SEBERAYA2,KBJ081MR1_SEBERAYA2MR01,13,500
KBJ081,E_KBJ081MM2_SEBERAYA2,KBJ081MR1_SEBERAYA2MR02,23,500
KBJ081,E_KBJ081MM2_SEBERAYA2,KBJ081MR1_SEBERAYA2MR03,33,500
KBJ119,KBJ119MM1-SUGIHEN,KBJ119MT1_SUGIHENMT05,52,3500
KBJ120,E_KBJ120MM1_KUTAMBELIN,KBJ120SL1_KUTAMBELINSL22,51,1850
KBJ120,E_KBJ120MM1_KUTAMBELIN,KBJ120SL1_KUTAMBELINSL32,61,1850
KBJ129,KBJ129MM1-BANDAR-TONGGING,KBJ129MT1_BANDARTONGGINGMT05,52,3500
KGS001,E_KGS001MM1_TETEHOSII,KGS001RL1_TETEHOSIIRL12,41,1850
KGS001,E_KGS001MM1_TETEHOSII,KGS001RL1_TETEHOSIIRL22,51,1850
KIS002,E_KIS002MM1_SEILENDIR,KIS002MT1_SEILENDIRMT01,12,3500
KIS002,E_KIS002MM1_SEILENDIR,KIS002MT1_SEILENDIRMT02,22,3500
KIS002,E_KIS002MM1_SEILENDIR,KIS002MT1_SEILENDIRMT03,32,3500
KIS012,E_KIS012MM2_BANGUNSARI,KIS012MR1_BANGUNSARIMR01,13,500
KIS012,E_KIS012MM2_BANGUNSARI,KIS012MR1_BANGUNSARIMR02,23,500
KIS012,E_KIS012MM2_BANGUNSARI,KIS012MR1_BANGUNSARIMR03,33,500
KIS178,KIS178MM2-INDRAPURA-TJ-GADING-INALUM,KIS178ME1_INDRAPURATJGDGINALUMME02,24,38750
KIS178,KIS178MM2-INDRAPURA-TJ-GADING-INALUM,KIS178ME1_INDRAPURATJGDGINALUMME03,34,38750
KIS178,KIS178MM2-INDRAPURA-TJ-GADING-INALUM,KIS178MF1_INDRAPURATJGDGINALUMMF02,25,38948
KIS178,KIS178MM2-INDRAPURA-TJ-GADING-INALUM,KIS178MF1_INDRAPURATJGDGINALUMMF03,35,38948
KIS186,KIS186MM2-DESA-SUKARAMAI,KIS186ME1_DESASUKARAMAIME01,14,38750
KIS186,KIS186MM2-DESA-SUKARAMAI,KIS186ME1_DESASUKARAMAIME03,34,38750
KIS186,KIS186MM2-DESA-SUKARAMAI,KIS186MF1_DESASUKARAMAIMF01,15,38948
KIS186,KIS186MM2-DESA-SUKARAMAI,KIS186MF1_DESASUKARAMAIMF03,35,38948
KIS337,KIS337MM1-DS-PEMATANG-PANJANG-KIS,KIS337ML1_DSPEMATANGPANJANGKISML04,41,1850
KIS337,KIS337MM1-DS-PEMATANG-PANJANG-KIS,KIS337ML1_DSPEMATANGPANJANGKISML05,51,1850
KIS552,KIS552MM1-LEMEDUK,KIS552MT1_LEMEDUKMT01,12,3500
KIS552,KIS552MM1-LEMEDUK,KIS552MT1_LEMEDUKMT02,22,3500
KIS552,KIS552MM1-LEMEDUK,KIS552MT1_LEMEDUKMT03,32,3500
KIS572,KIS572MM1-PEMATANG-JERING,KIS572ME1_PEMATANGJERINGME01,14,38750
KIS572,KIS572MM1-PEMATANG-JERING,KIS572ME1_PEMATANGJERINGME02,24,38750
KIS572,KIS572MM1-PEMATANG-JERING,KIS572MF1_PEMATANGJERINGMF01,15,38948
KIS572,KIS572MM1-PEMATANG-JERING,KIS572MF1_PEMATANGJERINGMF02,25,38948
KIS592,KIS592MM1-DESA-BANGUN-SARI,KIS592ME1_DESABANGUNSARIME03,34,38750
KIS592,KIS592MM1-DESA-BANGUN-SARI,KIS592MF1_DESABANGUNSARIMF03,35,38948
KIS671,E_KIS671MM1_AIRJOMAN,KIS671ML1_AIRJOMANML04,41,1850
KIS725,KIS725MM2_LALANG,KIS725MR1_LALANGMR05,53,500
KIS886,KIS886MM2-SIMPANG-GAMBUS-HUB-TEL,KIS886ME1_SIMPANGGAMBUSME02,24,38750
KIS886,KIS886MM2-SIMPANG-GAMBUS-HUB-TEL,KIS886MF1_SIMPANGGAMBUSMF02,25,38948
KIS903,E_KIS903MR1_DUSUN9SUNGAILAMA,KIS903MR1_DUSUN9SUNGAILAMAMR01,13,500
KIS903,E_KIS903MR1_DUSUN9SUNGAILAMA,KIS903MR1_DUSUN9SUNGAILAMAMR02,23,500
KIS903,E_KIS903MR1_DUSUN9SUNGAILAMA,KIS903MR1_DUSUN9SUNGAILAMAMR03,33,500
KPD211,KPD211MM2-HUTAGURGUR,KPD211MR1_HUTAGURGURMR06,63,500
KPD318,KPD318MM1-SIBINTANG,KPD318ML1_SIBINTANGML04,41,1850
KPD318,KPD318MM1-SIBINTANG,KPD318ML1_SIBINTANGML06,61,1850
KPD318,KPD318MM2-SIBINTANG,KPD318MR1_SIBINTANGMR05,53,500
KRB161,KRB161MM1-BANDUNG-JAYA,KRB161ML1_BANDUNGJAYAML04,41,1850
KRB161,KRB161MM1-BANDUNG-JAYA,KRB161ML1_BANDUNGJAYAML05,51,1850
KRB161,KRB161MM1-BANDUNG-JAYA,KRB161ML1_BANDUNGJAYAML06,61,1850
KRB735,KRB735MM2-BANDA-BARU,KRB735ME1_BANDABARUME01,14,38750
KRB735,KRB735MM2-BANDA-BARU,KRB735ME1_BANDABARUME02,24,38750
KRB735,KRB735MM2-BANDA-BARU,KRB735ME1_BANDABARUME03,34,38750
KRB735,KRB735MM2-BANDA-BARU,KRB735MF1_BANDABARUMF01,15,38948
KRB735,KRB735MM2-BANDA-BARU,KRB735MF1_BANDABARUMF02,25,38948
KRB735,KRB735MM2-BANDA-BARU,KRB735MF1_BANDABARUMF03,35,38948
KTN079,E-KTN079MM1-ALAS-MERANCAR,KTN079MT1_ALASMERANCARMT01,12,3500
KTN079,E-KTN079MM1-ALAS-MERANCAR,KTN079MT1_ALASMERANCARMT02,22,3500
KTN079,E-KTN079MM1-ALAS-MERANCAR,KTN079MT1_ALASMERANCARMT03,32,3500
LGS022,LGS022MM1-PANTE-BIDARI,LGS022ML1_PANTEBIDARIML04,41,1850
LGS022,LGS022MM1-PANTE-BIDARI,LGS022ML1_PANTEBIDARIML06,61,1850
LGS050,LGS050MM1-BLANG-RAMBUNG,LGS050MR1_BLANGRAMBUNGMR01,13,500
LGS050,LGS050MM1-BLANG-RAMBUNG,LGS050MR1_BLANGRAMBUNGMR02,23,500
LGS050,LGS050MM1-BLANG-RAMBUNG,LGS050MR1_BLANGRAMBUNGMR03,33,500
LGS069,E_LGS069MM2_BEUNOT,LGS069ME1_BEUNOTME01,14,38750
LGS069,E_LGS069MM2_BEUNOT,LGS069ME1_BEUNOTME02,24,38750
LGS069,E_LGS069MM2_BEUNOT,LGS069ME1_BEUNOTME03,34,38750
LGS069,E_LGS069MM2_BEUNOT,LGS069MF1_BEUNOTMF01,15,38948
LGS069,E_LGS069MM2_BEUNOT,LGS069MF1_BEUNOTMF02,25,38948
LGS069,E_LGS069MM2_BEUNOT,LGS069MF1_BEUNOTMF03,35,38948
LGS123,LGS123MM2-IDI-RAYEUK-5,LGS123ME1_IDIRAYEUK5ME01,14,38750
LGS123,LGS123MM2-IDI-RAYEUK-5,LGS123ME1_IDIRAYEUK5ME02,24,38750
LGS123,LGS123MM2-IDI-RAYEUK-5,LGS123MF1_IDIRAYEUK5MF01,15,38948
LGS123,LGS123MM2-IDI-RAYEUK-5,LGS123MF1_IDIRAYEUK5MF02,25,38948
LGS140,LGS140MM1-ALUE-INCIN,LGS140RL1_ALUEINCINRL12,41,1850
LGS170,LGS170MM1-PAYA-BUJOK-TEUNGOH,LGS170MT1_PAYABUJOKTEUNGOHMT01,12,3500
LGS170,LGS170MM1-PAYA-BUJOK-TEUNGOH,LGS170MT1_PAYABUJOKTEUNGOHMT02,22,3500
LGS170,LGS170MM1-PAYA-BUJOK-TEUNGOH,LGS170MT1_PAYABUJOKTEUNGOHMT03,32,3500
LGS174,LGS174MM1-BTN-ALUE-BEURAWE,LGS174MT1_BTNALUEBEURAWEMT01,12,3500
LGS174,LGS174MM1-BTN-ALUE-BEURAWE,LGS174MT1_BTNALUEBEURAWEMT02,22,3500
LGS174,LGS174MM1-BTN-ALUE-BEURAWE,LGS174MT1_BTNALUEBEURAWEMT03,32,3500
LGS234,LGS234MM1-DESA-BLANG-NISAM,LGS234MT1_DESABLANGNISAMMT01,12,3500
LGS234,LGS234MM1-DESA-BLANG-NISAM,LGS234MT1_DESABLANGNISAMMT02,22,3500
LGS234,LGS234MM1-DESA-BLANG-NISAM,LGS234MT1_DESABLANGNISAMMT03,32,3500
LHK026,LHK026MM1-LHOKSUKON-4,LHK026ML1_LHOKSUKON4ML05,51,1850
LHK121,LHK121MM1-MEUNASAH-GEUDONG,LHK121MT1_MEUNASAHGEUDONGMT01,12,3500
LHK121,LHK121MM1-MEUNASAH-GEUDONG,LHK121MT1_MEUNASAHGEUDONGMT02,22,3500
LHK121,LHK121MM1-MEUNASAH-GEUDONG,LHK121MT1_MEUNASAHGEUDONGMT03,32,3500
LHK173,LHK173MM1-TANJUNG-MEUNUANG,LHK173ML1_TANJUNGMEUNUANGML04,41,1850
LHK173,LHK173MM1-TANJUNG-MEUNUANG,LHK173ML1_TANJUNGMEUNUANGML05,51,1850
LHK588,E_LHK588MR1_BLANGBULOHNEW,LHK588MR1_BLANGBULOHNEWMR01,13,500
LHK588,E_LHK588MR1_BLANGBULOHNEW,LHK588MR1_BLANGBULOHNEWMR02,23,500
LHK588,E_LHK588MR1_BLANGBULOHNEW,LHK588MR1_BLANGBULOHNEWMR03,33,500
LKN002,E_LKN002MM1_KRUENGLINGKA,LKN002MT1_KRUENGLINGKAMT01,12,3500
LKN002,E_LKN002MM1_KRUENGLINGKA,LKN002MT1_KRUENGLINGKAMT02,22,3500
LKN002,E_LKN002MM1_KRUENGLINGKA,LKN002MT1_KRUENGLINGKAMT03,32,3500
LMH007,LMH007MM1-DURIAN-2,LMH007ML1_DURIAN2ML05,51,1850
LMH007,LMH007MM1-DURIAN-2,LMH007MT1_DURIAN2MT04,42,3500
MAK046,MAK046MM2-ALUE-KAMBUK,MAK046ME1_ALUEKAMBUKME02,24,38750
MAK046,MAK046MM2-ALUE-KAMBUK,MAK046MF1_ALUEKAMBUKMF02,25,38948
MBO014,MBO014MM1-KABU,MBO014ML1_KABUML06,61,1850
MBO026,MBO026MM1-PANTON-REU,MBO026RL1_PANTONREURL12,41,1850
